,page,country,rev_id,article_quality_est,FIPS,Name,Type,TimeFrame,Data (M),Population
41644,Tapa Tchermoeff,Chechen,804557776,Start,,,,,,
41655,Václav Havel,Czech Republic,804569724,C,,,,,,
41671,Pavel Fischer,Czech Republic,804582256,Stub,,,,,,
41678,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,,,,,
41679,Gabriela Nuñez,Hondura,804587565,Start,,,,,,
41686,Eva Tylová,Czech Republic,804591494,Stub,,,,,,
41699,Francisco Flores Pérez,Salvadoran,804606321,C,,,,,,
41705,Vyacheslav Bitarov,Ossetian,804609656,Stub,,,,,,
41706,Tamerlan Aguzarov,Ossetian,804609900,Stub,,,,,,
41729,President of Macedonia,Macedonia,804647547,C,,,,,,
41736,Godfrey Chidyausiku,Rhodesian,804650400,Start,,,,,,
41739,Tsandzile Dlamini,Swaziland,804656330,Start,,,,,,
41796,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,,,,,
41798,Krugerrand,South African Republic,804713000,C,,,,,,
41800,Dana Jurásková,Czech Republic,804715205,Stub,,,,,,
41801,Svatopluk Němeček,Czech Republic,804715467,Stub,,,,,,
41835,Richard Hope Hall,Rhodesian,804743937,GA,,,,,,
41845,Kiro Gligorov,Macedonia,804752356,C,,,,,,
41891,Crosaire,Rhodesian,804806363,Start,,,,,,
41898,José Napoleón Duarte,Salvadoran,804809409,C,,,,,,
41910,Sim Sang-jung,South Korean,804816596,C,,,,,,
41912,Kim So-yeon (activist),South Korean,804817210,C,,,,,,
41921,Richard Brabec,Czech Republic,804820949,Stub,,,,,,
41967,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,Start,,,,,,
41972,Jan Fischer (politician),Czech Republic,804868436,C,,,,,,
41974,Martin Pecina,Czech Republic,804869147,Stub,,,,,,
41980,Vlasta Parkanová,Czech Republic,804871394,Stub,,,,,,
41988,Gaston Thornicroft,Rhodesian,804877226,Start,,,,,,
41989,Martin Bursík,Czech Republic,804879673,Start,,,,,,
42109,Cuthbert Sebastian,Saint Kitts and Nevis,804942241,Start,,,,,,
42113,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,,,,,
42175,Yi Yun-yong,South Korean,804962117,Stub,,,,,,
42176,Byeon Yeong-tae,South Korean,804962160,Stub,,,,,,
42177,Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,,,,,
42185,Vicente Guterres,East Timorese,804966906,Start,,,,,,
42189,Yoo Chang-soon,South Korean,804968129,Stub,,,,,,
42190,Lee Hyun-jae,South Korean,804968364,Stub,,,,,,
42191,Hyun Soong-jong,South Korean,804968483,Stub,,,,,,
42197,Yun Byung-se,South Korean,804971432,Stub,,,,,,
42198,Kim Sung-hwan (politician),South Korean,804971477,Stub,,,,,,
42200,Kim Suk-soo,South Korean,804971686,Stub,,,,,,
42201,Kim Hwang-sik,South Korean,804971888,C,,,,,,
42203,Chang Sang,South Korean,804972263,Stub,,,,,,
42244,Armando Calderón Sol,Salvadoran,804991452,Start,,,,,,
42317,Lubomír Zaorálek,Czech Republic,805037426,Start,,,,,,
42319,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,,,,,
42324,Amadou Gon Coulibaly,Ivorian,805044583,Start,,,,,,
42336,Chang Taek-sang,South Korean,805053478,Start,,,,,,
42339,Augusto Coello,Hondura,805055004,Stub,,,,,,
42351,Gennadi Berulava,Abkhazia,805063877,Stub,,,,,,
42376,Radola Gajda,Czech Republic,805084705,C,,,,,,
42379,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,C,,,,,,
42442,William Bailhache,Jersey,805135198,Stub,,,,,,
42443,Michael Birt (barrister),Jersey,805136001,Start,,,,,,
42444,Frank Ereaut,Jersey,805136113,Start,,,,,,
42445,Robert Pipon Marett,Jersey,805136184,Start,,,,,,
42492,Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,,,,,
42495,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,,,,,
42515,Karel Schwarzenberg,Czech Republic,805176779,C,,,,,,
42519,Vlasta Svobodová,Czech Republic,805179298,Stub,,,,,,
42527,Rui Maria de Araújo,East Timorese,805183458,Start,,,,,,
42620,George Romeo Silvestri,Hondura,805248828,Stub,,,,,,
42665,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,,,,,
42691,Lim Su-kyung,South Korean,805293256,C,,,,,,
42762,Ondřej Přikryl,Czech Republic,805352758,Start,,,,,,
42765,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,,,,,
42784,Germain Katanga,"Congo, Dem. Rep. of",805368981,GA,,,,,,
42787,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,,,,,
42888,Milada Horáková,Czech Republic,805439919,C,,,,,,
42961,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,,,,,
42962,Hilaria Supa,Incan,805475200,C,,,,,,
43002,Freddie Cohen,Jersey,805499715,C,,,,,,
43049,Daniel Kanza,"Congo, Dem. Rep. of",805523382,Start,,,,,,
43118,Michael Pilgrim,Saint Lucian,805577053,Stub,,,,,,
43184,Salvador Nasralla,Hondura,805625721,Start,,,,,,
43228,Pa Tepaeru Terito Ariki,Cook Island,805657875,C,,,,,,
43253,"John Charles Molteno, Jr.",Cape Colony,805678535,C,,,,,,
43355,Edmund Andros,Guernsey,805755298,B,,,,,,
43382,Guram Gabiskiria,Abkhazia,805775169,Start,,,,,,
43415,Umar Dzhabrailov,Chechen,805794113,C,,,,,,
43457,Mayor of the City of Skopje,Macedonia,805813045,C,,,,,,
43474,Martin Holcát,Czech Republic,805824502,Stub,,,,,,
43491,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,,,,,
43494,Muhammad Haji Ibrahim Egal,Somaliland,805840190,C,,,,,,
43550,Ramzan Kadyrov,Chechen,805869321,FA,,,,,,
43554,Hediya Yousef,Rojava,805873719,C,,,,,,
43555,Mansur Selum,Rojava,805873803,Stub,,,,,,
43556,Gjorge Ivanov,Macedonia,805874186,GA,,,,,,
43616,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,,,,,
43631,Kruger National Park,South African Republic,805927999,GA,,,,,,
43658,Allen Chastanet,Saint Lucian,805945778,Start,,,,,,
43660,Alena Dernerová,Czech Republic,805946007,Stub,,,,,,
43669,Ki Dong-min,South Korean,805956890,Start,,,,,,
43682,Ahrn Palley,Rhodesian,805960143,C,,,,,,
43688,Baklai Temengil,Palauan,805961817,Start,,,,,,
43689,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,,,,,
43696,Nestor Lakoba,Abkhazia,805967589,C,,,,,,
43715,Edmundo Orellana,Hondura,805984131,Stub,,,,,,
43724,Shin Sung-mo,South Korean,805991409,Stub,,,,,,
43749,Irma Dimas,Salvadoran,806010405,Start,,,,,,
43753,Annita á Fríðriksmørk,Faroese,806011231,Start,,,,,,
43805,Marian Jurečka,Czech Republic,806049453,Stub,,,,,,
43812,O le Ao o le Malo,Samoan,806055721,GA,,,,,,
43815,Manuel José Arce,Salvadoran,806057984,Start,,,,,,
43836,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,,,,,
43840,Chun Jung-bae,South Korean,806073279,Start,,,,,,
43842,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,,,,,
43854,Pavel Bělobrádek,Czech Republic,806085100,Stub,,,,,,
43880,President of El Salvador,Salvadoran,806101149,Stub,,,,,,
43907,Han Duck-soo,South Korean,806124709,Start,,,,,,
43924,Francisco Guterres,East Timorese,806140876,Start,,,,,,
43932,Roh Tae-woo,South Korean,806145466,C,,,,,,
43939,Allan Savory,Rhodesian,806153816,GA,,,,,,
43943,Josif Mihajlović Jurukovski,Macedonia,806155912,Start,,,,,,
44000,Rafael Pineda Ponce,Hondura,806178799,C,,,,,,
44005,Han Myeong-sook,South Korean,806182207,C,,,,,,
44013,Choo Mi-ae,South Korean,806184478,C,,,,,,
44020,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,,,,,
44021,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,C,,,,,,
44072,Zoran Jolevski,Macedonia,806217021,C,,,,,,
44075,Alassane Ouattara,Ivorian,806218350,B,,,,,,
44094,Dan Ťok,Czech Republic,806231200,Stub,,,,,,
44128,Jonathan Kings,Tokelauan,806257719,Stub,,,,,,
44130,Administrator of Tokelau,Tokelauan,806258588,Start,,,,,,
44165,Hortense Aka-Anghui,Ivorian,806287770,Start,,,,,,
44241,Na Kyung-won,South Korean,806319565,Start,,,,,,
44286,Gordon Sprigg,Cape Colony,806340214,C,,,,,,
44345,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,,,,,
44362,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,,,,,
44387,Min Byung-doo,South Korean,806399005,Start,,,,,,
44401,Governor-General of Saint Lucia,Saint Lucian,806408228,C,,,,,,
44409,Governor of Montserrat,Montserratian,806415676,Start,,,,,,
44421,Dagobert Banzio,Ivorian,806421729,Start,,,,,,
44460,Choe Kwang-shik,South Korean,806439224,Stub,,,,,,
44483,Choi Kyu-hah,South Korean,806462613,C,,,,,,
44517,Jiří Dienstbier,Czech Republic,806490518,Stub,,,,,,
44553,Zoran Zaev,Macedonia,806504184,C,,,,,,
44554,Rudolf Slánský,Czech Republic,806504904,C,,,,,,
44567,Won Sei-hoon,South Korean,806511942,Stub,,,,,,
44568,Won Yoo-chul,South Korean,806512047,Stub,,,,,,
44584,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,,,,,
44597,Ian Smith,Rhodesian,806532780,FA,,,,,,
44601,Alexandr Vondra,Czech Republic,806537585,C,,,,,,
44604,Jaroslav Šedivý,Czech Republic,806538241,Stub,,,,,,
44605,Cyril Svoboda,Czech Republic,806538320,C,,,,,,
44608,Jan Kohout,Czech Republic,806539480,Stub,,,,,,
44619,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,,,,,
44643,Kim Boo-kyum,South Korean,806555857,Start,,,,,,
44648,Miloš Vystrčil,Czech Republic,806558617,Stub,,,,,,
44651,Mimi Karlsen,Greenlandic,806560929,Stub,,,,,,
44659,Alois Eliáš,Czech Republic,806566913,C,,,,,,
44666,Jan Skopeček (politician),Czech Republic,806569308,Stub,,,,,,
44685,Miloslav Ludvík,Czech Republic,806586185,Stub,,,,,,
44689,Baek Du-jin,South Korean,806590508,Stub,,,,,,
44746,Martin Kupka,Czech Republic,806636602,Stub,,,,,,
44791,Cecil Rhodes,Cape Colony,806647373,B,,,,,,
44798,Matěj Stropnický,Czech Republic,806650264,Stub,,,,,,
44818,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,Stub,,,,,,
44824,Joan Viliamu,Niuean,806666816,Stub,,,,,,
44831,Petr Šimerka,Czech Republic,806669645,Stub,,,,,,
44832,Jaromír Drábek,Czech Republic,806669709,Stub,,,,,,
44833,Ludmila Müllerová,Czech Republic,806669752,Stub,,,,,,
44839,Jan Veleba (politician),Czech Republic,806672899,Stub,,,,,,
44840,František Ringo Čech,Czech Republic,806673245,Stub,,,,,,
44843,Michaela Marksová,Czech Republic,806673585,Stub,,,,,,
44895,Robert Pelikán,Czech Republic,806708361,Stub,,,,,,
44896,Karla Šlechtová,Czech Republic,806708532,Stub,,,,,,
44914,Stanislav Gross,Czech Republic,806720477,C,,,,,,
44928,Martin Stropnický,Czech Republic,806729653,Stub,,,,,,
44929,Tony Abbott (governor),Montserratian,806730593,Stub,,,,,,
44930,José Matías Delgado,Salvadoran,806731535,C,,,,,,
44940,Tom Marsters,Cook Island,806739780,Start,,,,,,
44958,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,,,,,
44973,Leoš Heger,Czech Republic,806751902,Stub,,,,,,
44997,Túpac Amaru II,Incan,806761543,C,,,,,,
45061,Selvin Laínez,Hondura,806796619,Stub,,,,,,
45062,Park Chung-hee,South Korean,806801805,C,,,,,,
45135,Anatoly Bibilov,Ossetian,806832826,Start,,,,,,
45142,Teuta Arifi,Macedonia,806835501,Start,,,,,,
45161,Chun Doo-hwan,South Korean,806846283,C,,,,,,
45175,Bohuslav Svoboda,Czech Republic,806850638,Stub,,,,,,
45182,Roh Moo-hyun,South Korean,806852494,B,,,,,,
45225,Ana Julia García,Hondura,806875293,Stub,,,,,,
45229,Miroslava Němcová,Czech Republic,806876791,Stub,,,,,,
45266,Zbyněk Stanjura,Czech Republic,806900987,Stub,,,,,,
45272,Qaboos bin Said al Said,Omani,806904421,C,,,,,,
45279,Katrin Kallsberg,Faroese,806909915,Start,,,,,,
45325,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,,,,,
45326,Francisco Ferrera,Hondura,806948506,Stub,,,,,,
45340,Vanda Pignato,Salvadoran,806958982,B,,,,,,
45350,Guillaume Soro,Ivorian,806973935,C,,,,,,
45370,Drahomíra Miklošová,Czech Republic,806988445,Stub,,,,,,
45373,Václav Klaus Jr.,Czech Republic,806991412,C,,,,,,
45435,Lee Jung-hee,South Korean,807021657,Start,,,,,,
45442,Song Yo-chan,South Korean,807029190,Stub,,,,,,
45469,Kitack Lim,South Korean,807057020,Start,,,,,,
45472,Dominik Feri,Czech Republic,807058182,Start,,,,,,
45479,Park Geun-hye,South Korean,807060237,B,,,,,,
45524,Koce Trajanovski,Macedonia,807092813,Start,,,,,,
45531,Garfield Todd,Rhodesian,807097467,C,,,,,,
45542,Alexandra Udženija,Czech Republic,807102237,Stub,,,,,,
45569,Do Jong-hwan,South Korean,807122658,C,,,,,,
45610,Assassination of Park Chung-hee,South Korean,807142261,C,,,,,,
45646,Laurent Gbagbo,Ivorian,807159456,C,,,,,,
45648,Douglas Hamilton Ritchie,Rhodesian,807159903,C,,,,,,
45650,Godfrey Huggins,Rhodesian,807160082,C,,,,,,
45686,Maphevu Dlamini,Swaziland,807175486,Stub,,,,,,
45691,José María Lemus,Salvadoran,807175924,Stub,,,,,,
45696,William Sio,Samoan,807177019,C,,,,,,
45709,Idris Gaibov,Chechen,807180397,Stub,,,,,,
45736,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,,,,,
45748,Guy Joseph,Saint Lucian,807198874,Stub,,,,,,
45775,Salvador Sánchez Cerén,Salvadoran,807210786,C,,,,,,
45837,Jason Sendwe,"Congo, Dem. Rep. of",807243537,C,,,,,,
45873,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,,,,,
45894,Piet Joubert,South African Republic,807269619,C,,,,,,
45905,Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,,,,,
45918,George Hackwill,Rhodesian,807283218,C,,,,,,
45935,George Grey,Cape Colony,807290539,FA,,,,,,
45943,Patrick Achi,Ivorian,807296683,Stub,,,,,,
45944,H. C .W. Tórgarð,Faroese,807297374,Start,,,,,,
45999,Peregrine Maitland,Cape Colony,807330872,C,,,,,,
46006,Ivan Pilný,Czech Republic,807333095,Stub,,,,,,
46012,Marta Semelová,Czech Republic,807334610,Stub,,,,,,
46014,Daniel Herman,Czech Republic,807334657,Start,,,,,,
46052,Jan Hamáček,Czech Republic,807353609,Stub,,,,,,
46057,Ruslan Alikhadzhiyev,Chechen,807354708,Start,,,,,,
46073,Michal Horáček,Czech Republic,807358143,C,,,,,,
46121,Václav Klaus,Czech Republic,807382193,C,,,,,,
46152,Martin Kuba,Czech Republic,807394304,Stub,,,,,,
46154,Martin Říman,Czech Republic,807394725,Stub,,,,,,
46169,Kateřina Valachová,Czech Republic,807399097,Stub,,,,,,
46176,Thomas Francis Wade,Cape Colony,807401513,C,,,,,,
46186,Geum Min,South Korean,807404528,Stub,,,,,,
46219,Vladimír Tošovský,Czech Republic,807415625,Stub,,,,,,
46220,Pavel Svoboda,Czech Republic,807416099,Start,,,,,,
46232,Petr Fiala,Czech Republic,807420515,Start,,,,,,
46238,Nam Duck-woo,South Korean,807423123,Stub,,,,,,
46247,Henry Everard,Rhodesian,807425613,Start,,,,,,
46249,John Wrathall,Rhodesian,807425747,C,,,,,,
46306,Juan Ángel Arias Boquín,Hondura,807445333,Start,,,,,,
46308,Francisco Zelaya y Ayes,Hondura,807445395,Stub,,,,,,
46322,Haitham bin Tariq Al Said,Omani,807451487,Stub,,,,,,
46326,Ruslan Yamadayev,Chechen,807454176,B,,,,,,
46365,Vladimír Špidla,Czech Republic,807462107,C,,,,,,
